"Benchmark Date",Tenor,"Publication Time",USD ICE LIBOR
"January 13, 2021","2 Month","11:55:05 AM",0.18075
"January 13, 2021","3 Month","11:55:05 AM",0.24125
"January 13, 2021","6 Month","11:55:05 AM",0.24788
"January 13, 2021","1 Year","11:55:05 AM",0.32625
"January 14, 2021","Overnight","11:55:05 AM",0.08675
"January 14, 2021","1 Week","11:55:05 AM",0.09825
"January 14, 2021","1 Month","11:55:05 AM",0.12888
"January 14, 2021","2 Month","11:55:05 AM",0.17113
"January 14, 2021","3 Month","11:55:05 AM",0.22563
"January 14, 2021","6 Month","11:55:05 AM",0.25125
"January 14, 2021","1 Year","11:55:05 AM",0.32575
"January 15, 2021","Overnight","11:55:05 AM",0.08663
"January 15, 2021","1 Week","11:55:05 AM",0.10063
"January 15, 2021","1 Month","11:55:05 AM",0.12950
"January 15, 2021","2 Month","11:55:05 AM",0.16588
"January 15, 2021","3 Month","11:55:05 AM",0.22338
"January 15, 2021","6 Month","11:55:05 AM",0.24813
"January 15, 2021","1 Year","11:55:05 AM",0.32263
"January 18, 2021","1 Week","11:55:06 AM",0.10050
"January 18, 2021","1 Month","11:55:06 AM",0.13088
"January 18, 2021","2 Month","11:55:06 AM",0.17013
"January 18, 2021","3 Month","11:55:06 AM",0.22400
"January 18, 2021","6 Month","11:55:06 AM",0.23575
"January 18, 2021","1 Year","11:55:06 AM",0.31238
"January 19, 2021","Overnight","11:55:06 AM",0.08513
"January 19, 2021","1 Week","11:55:06 AM",0.09863
"January 19, 2021","1 Month","11:55:06 AM",0.12950
"January 19, 2021","2 Month","11:55:06 AM",0.16613
"January 19, 2021","3 Month","11:55:06 AM",0.22363
"January 19, 2021","6 Month","11:55:06 AM",0.23588
"January 19, 2021","1 Year","11:55:06 AM",0.31300
"January 20, 2021","Overnight","11:55:05 AM",0.08663
"January 20, 2021","1 Week","11:55:05 AM",0.10063
"January 20, 2021","1 Month","11:55:05 AM",0.12850
"January 20, 2021","2 Month","11:55:05 AM",0.16938
"January 20, 2021","3 Month","11:55:05 AM",0.22238
"January 20, 2021","6 Month","11:55:05 AM",0.23788
"January 20, 2021","1 Year","11:55:05 AM",0.31725
"January 21, 2021","Overnight","11:55:05 AM",0.08700
"January 21, 2021","1 Week","11:55:05 AM",0.09700
"January 21, 2021","1 Month","11:55:05 AM",0.13000
"January 21, 2021","2 Month","11:55:05 AM",0.16550
"January 21, 2021","3 Month","11:55:05 AM",0.21775
"January 21, 2021","6 Month","11:55:05 AM",0.23450
"January 21, 2021","1 Year","11:55:05 AM",0.31538
"January 22, 2021","Overnight","11:55:06 AM",0.08625
"January 22, 2021","1 Week","11:55:06 AM",0.09813
"January 22, 2021","1 Month","11:55:06 AM",0.12475
"January 22, 2021","2 Month","11:55:06 AM",0.16038
"January 22, 2021","3 Month","11:55:06 AM",0.21525
"January 22, 2021","6 Month","11:55:06 AM",0.23600
"January 22, 2021","1 Year","11:55:06 AM",0.31225
"January 25, 2021","Overnight","11:55:05 AM",0.08463
"January 25, 2021","1 Week","11:55:05 AM",0.09688
"January 25, 2021","1 Month","11:55:05 AM",0.12750
"January 25, 2021","2 Month","11:55:05 AM",0.15825
"January 25, 2021","3 Month","11:55:05 AM",0.21288
"January 25, 2021","6 Month","11:55:05 AM",0.23300
"January 25, 2021","1 Year","11:55:05 AM",0.31225
"January 26, 2021","Overnight","11:55:05 AM",0.08375
"January 26, 2021","1 Week","11:55:05 AM",0.09163
"January 26, 2021","1 Month","11:55:05 AM",0.12250
"January 26, 2021","2 Month","11:55:05 AM",0.15763
"January 26, 2021","3 Month","11:55:05 AM",0.21850
"January 26, 2021","6 Month","11:55:05 AM",0.23450
"January 26, 2021","1 Year","11:55:05 AM",0.31150
"January 27, 2021","Overnight","11:55:05 AM",0.08288
"January 27, 2021","1 Week","11:55:05 AM",0.09975
"January 27, 2021","1 Month","11:55:05 AM",0.12075
"January 27, 2021","2 Month","11:55:05 AM",0.15850
"January 27, 2021","3 Month","11:55:05 AM",0.21150
"January 27, 2021","6 Month","11:55:05 AM",0.22763
"January 27, 2021","1 Year","11:55:05 AM",0.31200
"January 28, 2021","Overnight","11:55:06 AM",0.07925
"January 28, 2021","1 Week","11:55:06 AM",0.09175
"January 28, 2021","1 Month","11:55:06 AM",0.12288
"January 28, 2021","2 Month","11:55:06 AM",0.16388
"January 28, 2021","3 Month","11:55:06 AM",0.20500
"January 28, 2021","6 Month","11:55:06 AM",0.22013
"January 28, 2021","1 Year","11:55:06 AM",0.31075
"January 29, 2021","Overnight","11:55:05 AM",0.07875
"January 29, 2021","1 Week","11:55:05 AM",0.09338
"January 29, 2021","1 Month","11:55:05 AM",0.11950
"January 29, 2021","2 Month","11:55:05 AM",0.16063
"January 29, 2021","3 Month","11:55:05 AM",0.20188
"January 29, 2021","6 Month","11:55:05 AM",0.22325
"January 29, 2021","1 Year","11:55:05 AM",0.31113

